Make,Model,City (kg/km/seat),Hwy (kg/km/seat),Comb (kg/km/seat),CO2 Emissions(g/km),Car Cost per Seat (AUD)
Hyundai,Elantra Hybrid Blue,0.0066599999999999,0.006216,0.006512,103,11.040000000000001
Hyundai,IONIQ,0.0063639999999999,0.0060679999999999,0.006216,99,14.168000000000001
Hyundai,IONIQ Blue,0.00592,0.005772,0.00592,94,15.64
Hyundai,Kona,0.01184,0.009768,0.010952,174,13.616
Hyundai,Kona N,0.017464,0.0128759999999999,0.015392,246,13.431999999999999
Hyundai,Kona AWD,0.013024,0.010952,0.0121359999999999,193,9.016000000000002
Hyundai,Kona AWD,0.01258,0.010656,0.011692,187,13.616
Hyundai,Palisade AWD,0.018204,0.014208,0.016428,265,11.224
Hyundai,Santa Cruz AWD,0.017908,0.0127279999999999,0.015688,250,16.192
Hyundai,Santa Fe AWD,0.01628,0.01258,0.014652,233,18.216
Hyundai,Santa Fe AWD,0.015688,0.013764,0.0147999999999999,235,10.645714285714288
Hyundai,Santa Fe Hybrid,0.010508,0.011692,0.010952,176,10.120000000000001
Hyundai,Sonata,0.013024,0.009472,0.011396,183,12.328
Hyundai,Sonata,0.0149479999999999,0.010656,0.013024,208,13.616
Hyundai,Sonata,0.013024,0.009472,0.011396,182,14.194285714285714
Hyundai,Sonata Hybrid,0.007844,0.006808,0.0073999999999999,117,14.536000000000001
Hyundai,Tucson,0.0134679999999999,0.010508,0.0121359999999999,194,14.536000000000001
Hyundai,Tucson AWD,0.014652,0.01184,0.0133199999999999,214,13.248000000000001
Hyundai,Tucson Hybrid,0.009324,0.009768,0.009472,152,13.616
Hyundai,Veloster N,0.0177599999999999,0.0127279999999999,0.0155399999999999,248,12.328
Hyundai,Veloster N,0.015688,0.012284,0.01406,226,8.017142857142858
Hyundai,Venue,0.011692,0.010212,0.0111,176,11.96
Hyundai,Venue,0.0127279999999999,0.010064,0.011544,184,7.622857142857143
Infiniti,Q50 AWD,0.0185,0.0128759999999999,0.015984,254,12.88
Infiniti,Q50 AWD Red Sport,0.0185,0.013764,0.016428,261,13.616
Infiniti,Q60 AWD,0.018204,0.0128759999999999,0.015836,252,11.828571428571427
Infiniti,Q60 AWD Red Sport,0.0185,0.013616,0.01628,259,9.462857142857144
Infiniti,QX50 AWD,0.015984,0.012284,0.0143559999999999,228,18.584
Infiniti,QX55 AWD,0.0155399999999999,0.012284,0.01406,223,13.616
Infiniti,QX60 AWD,0.017612,0.01406,0.015984,253,20.01
Infiniti,QX80 4WD,0.0259,0.018056,0.022348,355,13.8
Jaguar,E-PACE P250,0.01702,0.013616,0.015392,247,10.120000000000001
Jaguar,E-PACE P300,0.016576,0.013616,0.015244,245,11.69714285714286
Jaguar,F-TYPE P450 Convertible,0.0208679999999999,0.0143559999999999,0.017908,286,7.728
Jaguar,F-TYPE P450 Convertible AWD,0.022496,0.014504,0.018796,299,7.728
Jaguar,F-TYPE P450 Coupe,0.0208679999999999,0.0143559999999999,0.017908,286,13.616
Jaguar,F-TYPE P450 Coupe AWD,0.022496,0.014504,0.018796,299,13.8
Jaguar,F-TYPE R Convertible AWD,0.022496,0.014504,0.018796,299,18.86
Jaguar,F-TYPE R Coupe AWD,0.022496,0.014504,0.018796,299,13.616
Jeep,Cherokee,0.015392,0.011248,0.0134679999999999,214,13.616
Jeep,Cherokee,0.015984,0.0111,0.013764,219,13.616
Jeep,Cherokee,0.017612,0.0121359999999999,0.0150959999999999,240,14.536000000000001
Jeep,Cherokee 4X4 Active Drive I,0.016576,0.01184,0.014504,229,12.88
Jeep,Cherokee 4X4 Active Drive I,0.016576,0.01184,0.014504,230,19.136000000000003
Jeep,Cherokee 4X4 Active Drive I,0.018056,0.0127279999999999,0.015688,249,15.456
Jeep,Cherokee 4X4 Active Drive Lock,0.019092,0.0143559999999999,0.01702,268,12.328
Jeep,Compass,0.015688,0.011248,0.013764,218,13.616
Jeep,Compass 4X4,0.015984,0.011544,0.01406,222,9.857142857142858
Jeep,Gladiator 4X4 EcoDiesel,0.015984,0.01258,0.014504,263,8.832
Jeep,Gladiator 4X4 Rubicon EcoDiesel,0.01628,0.0128759999999999,0.0147999999999999,271,13.616
Jeep,Gladiator 4X4,0.0202759999999999,0.015836,0.018204,290,10.488000000000001
Jeep,Gladiator 4X4,0.021164,0.015392,0.018648,296,12.144000000000002
Jeep,Grand Cherokee 4X4,0.018204,0.013616,0.016132,256,12.328
Jeep,Grand Cherokee 4X4,0.0247159999999999,0.016132,0.0208679999999999,331,17.48
Jeep,Grand Cherokee L 4X4,0.01924,0.0139119999999999,0.016724,266,10.304
Jeep,Grand Cherokee L 4X4,0.0247159999999999,0.016132,0.0208679999999999,331,15.272
Jeep,Grand Cherokee WK 4X4,0.018796,0.014208,0.016724,265,14.904000000000002
Jeep,Grand Wagoneer 4X4,0.027528,0.018944,0.02368,374,13.616
Jeep,Renegade,0.014504,0.010952,0.0128759999999999,204,39.56
Jeep,Renegade 4X4,0.0149479999999999,0.011988,0.013616,222,14.904000000000002
Jeep,Renegade 4X4 Trailhawk,0.015984,0.0128759999999999,0.014652,231,13.064000000000002
Jeep,Wagoneer 4X4,0.023088,0.0173159999999999,0.020424,323,27.6
Jeep,Wrangler JL 4X4,0.015836,0.014504,0.015244,241,12.512
Jeep,Wrangler JL 4X4,0.018944,0.015392,0.017464,274,18.584
Jeep,Wrangler JL 4X4 eTorque,0.0177599999999999,0.014504,0.01628,258,10.925
Jeep,Wrangler JL 4X4,0.0202759999999999,0.014208,0.017464,277,10.925
Jeep,Wrangler JL Unlimited 4X4,0.01702,0.014652,0.015984,251,15.824000000000002
Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,0.015688,0.011988,0.01406,255,15.64
Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,0.016576,0.0133199999999999,0.0150959999999999,275,12.512
Jeep,Wrangler JL Unlimited 4X4,0.019092,0.0150959999999999,0.0173159999999999,275,14.168000000000001
Jeep,Wrangler JL Unlimited 4X4 eTorque,0.018204,0.014652,0.016576,262,8.855
Jeep,Wrangler JL Unlimited 4X4,0.020424,0.0149479999999999,0.018056,285,13.616
Jeep,Wrangler JL Unlimited 4X4,0.0273799999999999,0.0208679999999999,0.02442,387,14.168000000000001
Kia,Carnival,0.0177599999999999,0.013172,0.015688,252,11.776
Kia,Forte,0.0128759999999999,0.009768,0.011544,184,39.56
Kia,Forte,0.011692,0.008732,0.01036,165,21.39
Kia,Forte,0.013024,0.009028,0.011248,178,13.616
Kia,Forte 5,0.013172,0.010212,0.01184,190,9.936
Kia,Forte 5,0.01184,0.0088799999999999,0.010508,169,12.512
Kia,K5,0.014652,0.010804,0.0128759999999999,207,14.168000000000001
Kia,K5 AWD,0.013616,0.01036,0.0121359999999999,195,17.112000000000002
Kia,Niro,0.006512,0.007252,0.006808,110,13.616
Kia,Niro FE,0.006512,0.007252,0.006808,110,19.136000000000003
Kia,Niro Touring,0.0073999999999999,0.008288,0.007844,124,12.328
Kia,Rio,0.010656,0.0088799999999999,0.009916,159,13.616
Kia,Rio,0.011396,0.009028,0.01036,166,9.384
Kia,Seltos,0.0121359999999999,0.010508,0.011396,182,13.616
Kia,Seltos AWD,0.0139119999999999,0.011692,0.0128759999999999,205,13.34
Kia,Seltos AWD,0.013024,0.011248,0.0121359999999999,195,15.272
Kia,Sorento AWD,0.016132,0.0128759999999999,0.014652,234,10.488000000000001
Kia,Sorento AWD,0.0149479999999999,0.013616,0.0143559999999999,227,14.904000000000002
Kia,Sorento Hybrid AWD,0.009472,0.01036,0.009768,157,13.8
Kia,Soul,0.01258,0.01036,0.011692,187,11.592
Kia,Sportage,0.0149479999999999,0.011248,0.0133199999999999,214,12.88
Kia,Sportage AWD,0.017908,0.014208,0.01628,261,31.740000000000002
Kia,Sportage AWD,0.015984,0.0134679999999999,0.0147999999999999,238,19.09
Kia,Stinger AWD,0.0202759999999999,0.014208,0.017612,280,13.616
Kia,Telluride AWD,0.018796,0.0143559999999999,0.016724,266,17.664
Lamborghini,Aventador Countach,0.03922,0.021608,0.031376,489,14.325714285714286
Lamborghini,Aventador Coupe,0.039664,0.022348,0.03182,498,15.272
Lamborghini,Aventador Roadster,0.039664,0.022348,0.03182,498,16.928
Lamborghini,Huracan evo Coupe,0.0266399999999999,0.019092,0.023236,371,15.64
Lamborghini,Huracan evo Coupe AWD,0.0266399999999999,0.019092,0.023236,370,13.431999999999999
Lamborghini,Huracan evo Spyder,0.0266399999999999,0.019092,0.023236,371,16.376
Lamborghini,Huracan evo Spyder AWD,0.0266399999999999,0.019092,0.023236,370,13.616
Lamborghini,Urus,0.028416,0.0208679999999999,0.0250119999999999,384,17.48
Land Rover,Defender 90 P300,0.019536,0.016724,0.018204,289,9.936
Land Rover,Defender 90 P400,0.01998,0.015984,0.018204,287,36.800000000000004
Land Rover,Defender 90 5.0L V8,0.023384,0.018352,0.021164,339,18.216
Land Rover,Defender 110 P300,0.021016,0.0173159999999999,0.01924,306,13.984
Land Rover,Defender 110 P400,0.01998,0.015984,0.018204,287,18.216
Land Rover,Defender 110 5.0L V8,0.0242719999999999,0.018796,0.0217559999999999,350,13.616
Land Rover,Discovery P300,0.018056,0.015688,0.01702,271,36.800000000000004
Land Rover,Discovery P360,0.018944,0.014504,0.016872,270,11.040000000000001
Land Rover,Range Rover P360,0.019684,0.0150959999999999,0.017612,279,14.536000000000001
Land Rover,Range Rover P400,0.019684,0.0150959999999999,0.017612,279,17.664
Land Rover,Range Rover P525,0.021312,0.016724,0.01924,305,13.248000000000001
Land Rover,Range Rover P525 LWB,0.021312,0.016724,0.01924,305,14.168000000000001
Land Rover,Range Rover SVAutobiography,0.025308,0.018648,0.022348,354,12.696000000000002
Land Rover,Range Rover SVAutobiography LWB,0.0264919999999999,0.018796,0.02294,365,12.696000000000002
Land Rover,Range Rover Sport P360,0.018796,0.014652,0.016872,269,7.728
Land Rover,Range Rover Sport HST P400,0.018796,0.014652,0.016872,269,26.986666666666668
Land Rover,Range Rover Sport P525,0.0208679999999999,0.015836,0.018648,294,13.616
Land Rover,Range Rover Sport P575 SVR,0.023976,0.0177599999999999,0.021164,336,12.696000000000002
Lexus,ES 250 AWD,0.01406,0.01036,0.012432,195,13.616
Lexus,ES 300h,0.00814,0.007696,0.007844,124,37.72
Lexus,ES 350,0.015836,0.010804,0.013616,214,12.144000000000002
Lexus,ES 350 F SPORT,0.016132,0.0111,0.0139119999999999,219,14.904000000000002
Lexus,GX 460,0.023976,0.018204,0.02146,337,16.008000000000003
Lexus,IS 300,0.01628,0.011248,0.01406,221,11.224
Lexus,IS 300 AWD,0.018056,0.0133199999999999,0.015984,253,12.512
Lexus,IS 350 AWD,0.018056,0.0133199999999999,0.015984,253,9.936
Lexus,IS 500,0.0208679999999999,0.013764,0.017612,280,13.616
Lexus,LC 500,0.022348,0.014208,0.018648,294,13.431999999999999
Lexus,LC 500 Convertible,0.02368,0.01406,0.01924,304,39.1
Lexus,LC 500h,0.0133199999999999,0.010508,0.011988,189,12.09142857142857
Lexus,LS 500 AWD,0.020424,0.0128759999999999,0.016576,270,13.616
Lexus,LS 500h AWD,0.0149479999999999,0.011988,0.013616,216,11.224
Lexus,LX 600,0.021016,0.015984,0.018796,298,16.744
Lexus,NX 250 AWD,0.0139119999999999,0.010952,0.012432,198,9.752
Lexus,NX 350 AWD,0.0155399999999999,0.012284,0.01406,221,16.008000000000003
Lexus,NX 350 AWD F SPORT,0.0155399999999999,0.012432,0.01406,222,12.144000000000002
Lexus,NX 350h AWD,0.008436,0.009472,0.0088799999999999,140,20.240000000000002
Lexus,RC 300 AWD,0.018056,0.0133199999999999,0.015984,253,8.97
Lexus,RC 350 AWD,0.018056,0.0133199999999999,0.015984,253,10.672
Lexus,RC F,0.021312,0.014208,0.018056,285,14.030000000000001
Lexus,RX 350 AWD,0.018056,0.0133199999999999,0.015984,252,13.431999999999999
Lexus,RX 350 L AWD,0.019388,0.0139119999999999,0.016428,268,16.192
Lexus,RX 450h AWD,0.0111,0.012432,0.011692,185,17.112000000000002
Lexus,RX 450h L AWD,0.011988,0.012432,0.011988,190,9.2
Lexus,UX 200,0.01184,0.009324,0.010656,168,9.2
Lexus,UX 250h AWD,0.008436,0.009176,0.0088799999999999,140,13.616
Lincoln,Aviator AWD,0.0202759999999999,0.0143559999999999,0.017612,280,10.488000000000001
Lincoln,Corsair AWD,0.016428,0.011988,0.014504,229,14.536000000000001
Lincoln,Corsair AWD,0.016576,0.012284,0.014652,232,11.408
Lincoln,Nautilus AWD,0.017464,0.0139119999999999,0.015836,252,11.040000000000001
Lincoln,Nautilus AWD,0.017464,0.0139119999999999,0.015836,251,13.8
Lincoln,Nautilus AWD,0.018648,0.013764,0.016576,262,13.616
Lincoln,Navigator 4X4,0.022496,0.015984,0.019536,311,14.168000000000001
Maserati,Ghibli GT,0.019832,0.0139119999999999,0.017168,271,13.616
Maserati,Ghibli Modena,0.019832,0.0139119999999999,0.017168,271,11.040000000000001
Maserati,Ghibli Modena AWD,0.021904,0.014504,0.018648,293,8.464
Maserati,Ghibli Trofeo,0.0257519999999999,0.017612,0.022052,348,11.73
Maserati,Levante GT,0.022348,0.016132,0.019536,308,14.904000000000002
Maserati,Levante Modena,0.022348,0.016132,0.019536,308,17.848000000000003
Maserati,Levante Modena V8,0.0257519999999999,0.0177599999999999,0.0222,349,15.272
Maserati,Levante Trofeo,0.0257519999999999,0.0177599999999999,0.0222,349,13.616
Maserati,MC20,0.022792,0.01406,0.018944,295,12.144000000000002
Maserati,Quattroporte GT,0.021312,0.013764,0.017908,281,11.592
Maserati,Quattroporte Modena,0.021312,0.013764,0.017908,281,16.376
Maserati,Quattroporte Modena AWD,0.021904,0.014504,0.018648,293,12.696000000000002
Maserati,Quattroporte Trofeo,0.0257519999999999,0.017612,0.022052,348,13.616
Mazda,CX-3,0.012284,0.010212,0.011396,179,7.728
Mazda,CX-3 (SIL),0.013024,0.01036,0.01184,186,8.832
Mazda,CX-3 4WD,0.0127279999999999,0.010952,0.011988,189,11.040000000000001
Mazda,CX-30 4WD,0.0139119999999999,0.011396,0.0127279999999999,202,13.616
Mazda,CX-30 4WD,0.014652,0.011396,0.013172,208,13.616
Mazda,CX-30 Turbo 4WD,0.0155399999999999,0.011692,0.013764,220,15.824000000000002
Mazda,CX-5 4WD,0.0150959999999999,0.0121359999999999,0.013764,216,16.192
Mazda,CX-5 4WD (Cylinder Deactivation),0.014652,0.011692,0.0133199999999999,209,13.616
Mazda,CX-5 Turbo 4WD,0.015984,0.0128759999999999,0.014504,230,13.431999999999999
Mazda,CX-9 4WD,0.017168,0.0133199999999999,0.015392,243,13.431999999999999
Mazda,Mazda3 4-Door,0.012432,0.009768,0.011248,178,18.768
Mazda,Mazda3 4-Door (SIL),0.0128759999999999,0.009472,0.011396,180,13.248000000000001
Mazda,Mazda3 4-Door,0.013172,0.00962,0.011544,183,13.616
Mazda,Mazda3 4-Door 4WD,0.01406,0.010656,0.01258,199,9.752
Mazda,Mazda3 4-Door Turbo 4WD,0.0149479999999999,0.010804,0.013024,207,39.56
Mazda,Mazda3 5-Door,0.0127279999999999,0.009916,0.011396,181,12.144000000000002
Mazda,Mazda3 5-Door (SIL),0.0128759999999999,0.009768,0.011544,181,18.768
Mazda,Mazda3 5-Door,0.0134679999999999,0.010064,0.011988,190,40.02
Mazda,Mazda3 5-Door (SIL),0.014208,0.010508,0.012432,198,10.35
Mazda,Mazda3 5-Door 4WD,0.01406,0.010952,0.0127279999999999,200,14.352
Mazda,Mazda3 5-Door Turbo 4WD,0.0149479999999999,0.0111,0.013172,209,11.040000000000001
Mazda,MX-5,0.0133199999999999,0.009768,0.011692,186,10.304
Mazda,MX-5 (SIL),0.0133199999999999,0.01036,0.011988,189,14.536000000000001
Mercedes-Benz,A 220 4MATIC Sedan,0.01406,0.010064,0.012284,194,13.8
Mercedes-Benz,A 250 4MATIC Hatch,0.0147999999999999,0.01036,0.0128759999999999,202,16.56
Mercedes-Benz,AMG A 35 4MATIC Sedan,0.015984,0.011692,0.01406,221,15.64
Mercedes-Benz,AMG A 35 4MATIC Hatch,0.015984,0.011544,0.0139119999999999,221,7.728
Mercedes-Benz,AMG C 43 4MATIC Cabriolet,0.018796,0.0128759999999999,0.016132,256,16.376
Mercedes-Benz,AMG C 43 4MATIC Coupe,0.018648,0.01258,0.015984,252,11.96
Mercedes-Benz,AMG CLA 35 4MATIC Coupe,0.01628,0.0121359999999999,0.0143559999999999,227,15.64
Mercedes-Benz,AMG CLA 45 4MATIC Coupe,0.0177599999999999,0.01258,0.015392,243,9.462857142857144
Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,0.017168,0.013024,0.015244,241,11.040000000000001
Mercedes-Benz,AMG E 53 4MATIC+ Sedan,0.016724,0.012284,0.014652,232,15.088
Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,0.0177599999999999,0.013172,0.015688,247,13.984
Mercedes-Benz,AMG E 53 4MATIC+ Coupe,0.0173159999999999,0.012432,0.0150959999999999,239,12.88
Mercedes-Benz,AMG GLA 35 4MATIC SUV,0.01628,0.012432,0.014504,230,15.272
Mercedes-Benz,AMG GLA 45 4MATIC SUV,0.018204,0.014208,0.016428,260,11.592
Mercedes-Benz,AMG GLB 35 4MATIC SUV,0.018796,0.0139119999999999,0.016576,262,13.405714285714286
Mercedes-Benz,AMG GLC 43 4MATIC SUV,0.019092,0.013764,0.016724,264,11.776
Mercedes-Benz,AMG GLC 43 4MATIC Coupe,0.02072,0.0149479999999999,0.018204,287,9.752
Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,0.019832,0.015688,0.017908,283,11.040000000000001
Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,0.020128,0.016428,0.0185,292,12.144000000000002
Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,0.018204,0.0139119999999999,0.01628,258,10.645714285714288
Mercedes-Benz,C 300 4MATIC Cabriolet,0.01628,0.01184,0.014208,224,8.648
Mercedes-Benz,C 300 4MATIC Coupe,0.015836,0.0111,0.013764,217,15.64
Mercedes-Benz,CLA 250 4MATIC Coupe,0.014504,0.01036,0.0127279999999999,200,13.984
Mercedes-Benz,CLS 450 4MATIC Coupe,0.016428,0.0121359999999999,0.014504,229,11.96
Mercedes-Benz,E 350 4MATIC Sedan,0.016576,0.0121359999999999,0.014504,229,9.594285714285714
Mercedes-Benz,E 450 4MATIC Sedan,0.0155399999999999,0.011692,0.013764,218,14.352
Mercedes-Benz,E 450 4MATIC Cabriolet,0.016576,0.012432,0.014652,233,13.616
Mercedes-Benz,E 450 4MATIC Coupe,0.01628,0.01184,0.014208,225,11.408
Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,0.01628,0.012284,0.014504,229,13.616
Mercedes-Benz,GLA 250 4MATIC SUV,0.015244,0.010804,0.0133199999999999,210,15.64
Mercedes-Benz,GLB 250 4MATIC SUV,0.016132,0.011692,0.01406,224,13.616
Mercedes-Benz,GLC 300 4MATIC SUV,0.01702,0.0134679999999999,0.015392,242,9.568000000000001
Mercedes-Benz,GLC 300 4MATIC Coupe,0.01702,0.01258,0.0149479999999999,237,13.616
Mercedes-Benz,GLE 350 4MATIC SUV,0.017908,0.013172,0.015836,250,37.72
Mercedes-Benz,GLE 450 4MATIC SUV,0.016872,0.013764,0.015392,244,13.616
Mercedes-Benz,GLE 450 4MATIC Coupe,0.0173159999999999,0.013616,0.0155399999999999,247,16.376
Mercedes-Benz,GLS 450 4MATIC SUV,0.018944,0.0147999999999999,0.01702,269,16.376
Mercedes-Benz,Maybach S 580 4MATIC Sedan,0.022496,0.014652,0.019092,301,15.088
Mercedes-Benz,Metris Cargo Van,0.018648,0.0149479999999999,0.01702,267,13.616
Mercedes-Benz,Metris Cargo Van LWB,0.018648,0.0149479999999999,0.01702,267,7.622857142857143
Mercedes-Benz,Metris Passenger Van,0.019684,0.015688,0.017908,282,10.856
Mercedes-Benz,S 500 4MATIC SWB Sedan,0.016872,0.01184,0.014652,231,10.777142857142858
Mercedes-Benz,S 580 4MATIC LWB Sedan,0.021164,0.01406,0.018056,285,10.304
MINI,Cooper 3 Door,0.0121359999999999,0.009176,0.010804,170,31.28
MINI,Cooper 3 Door,0.0128759999999999,0.009324,0.011248,177,11.040000000000001
MINI,Cooper 5 Door,0.0121359999999999,0.009176,0.010804,170,14.904000000000002
MINI,Cooper 5 Door,0.0128759999999999,0.009324,0.011248,177,12.88
MINI,Cooper Convertible,0.0121359999999999,0.009176,0.010804,170,34.34666666666667
MINI,Cooper Convertible,0.0128759999999999,0.009324,0.011248,177,10.120000000000001
MINI,Cooper Countryman ALL4,0.0150959999999999,0.011396,0.0134679999999999,211,17.48
MINI,Cooper S 3 Door,0.01258,0.009176,0.0111,174,14.904000000000002
MINI,Cooper S 3 Door,0.0155399999999999,0.010804,0.0134679999999999,211,24.533333333333335
MINI,Cooper S 5 Door,0.01258,0.009176,0.0111,174,17.112000000000002
MINI,Cooper S 5 Door,0.0155399999999999,0.010804,0.0134679999999999,211,18.4
MINI,Cooper S Clubman ALL4,0.0150959999999999,0.010952,0.013172,207,15.64
MINI,Cooper S Convertible,0.013024,0.00962,0.011544,182,20.470000000000002
MINI,Cooper S Convertible,0.0149479999999999,0.010508,0.013024,205,10.120000000000001
MINI,Cooper S Countryman ALL4,0.015392,0.0111,0.0134679999999999,212,13.616
MINI,John Cooper Works 3 Door,0.013764,0.010212,0.0121359999999999,191,13.537142857142857
MINI,John Cooper Works 3 Door,0.0155399999999999,0.010804,0.0134679999999999,211,16.744
MINI,John Cooper Works Clubman ALL4,0.0149479999999999,0.011248,0.0133199999999999,210,16.008000000000003
MINI,John Cooper Works Convertible,0.014208,0.010656,0.01258,198,13.616
MINI,John Cooper Works Countryman ALL4,0.015392,0.011544,0.013616,210,14.566666666666668
Mitsubishi,Eclipse Cross 4WD,0.014208,0.013172,0.013764,216,14.904000000000002
Mitsubishi,Mirage,0.009768,0.008288,0.009176,143,14.352
Mitsubishi,Mirage,0.010508,0.008584,0.00962,151,15.64
Mitsubishi,Outlander 4WD,0.0143559999999999,0.011692,0.013172,208,13.984
Mitsubishi,RVR,0.0143559999999999,0.011544,0.013024,206,10.672
Mitsubishi,RVR 4WD,0.0149479999999999,0.0121359999999999,0.013616,213,11.592
Mitsubishi,RVR 4WD,0.015244,0.012284,0.0139119999999999,218,10.672
Nissan,Altima AWD,0.0134679999999999,0.00962,0.011692,186,10.856
Nissan,Altima AWD SR/Platinum,0.013764,0.009916,0.011988,190,13.616
Nissan,Armada 4WD,0.0259,0.019092,0.022792,362,12.144000000000002
Nissan,Frontier,0.018944,0.01406,0.016724,266,12.328
Nissan,Frontier 4WD,0.0202759999999999,0.015688,0.018204,288,12.328
Nissan,Kicks,0.011396,0.009768,0.010656,169,10.35
Nissan,Maxima,0.017168,0.011692,0.014652,233,13.616
Nissan,Murano AWD,0.0177599999999999,0.01258,0.015392,245,16.56
Nissan,Pathfinder 4WD,0.017168,0.013616,0.0155399999999999,246,16.192
Nissan,Qashqai,0.0127279999999999,0.010804,0.01184,188,10.672
Nissan,Qashqai,0.0147999999999999,0.011692,0.0134679999999999,213,15.088
Nissan,Qashqai AWD,0.0133199999999999,0.0111,0.012284,196,11.040000000000001
Nissan,Rogue,0.011544,0.00962,0.010656,169,16.928
Nissan,Rogue,0.0133199999999999,0.010508,0.011988,190,10.672
Nissan,Rogue AWD,0.012432,0.009916,0.011248,179,13.616
Nissan,Rogue AWD SL/Platinum,0.012432,0.010064,0.011396,181,12.144000000000002
Nissan,Rogue AWD,0.013616,0.010656,0.012284,195,12.512
Nissan,Sentra,0.01184,0.0088799999999999,0.010508,167,13.616
Nissan,Sentra SR,0.0121359999999999,0.009028,0.010804,171,11.224
Nissan,Sentra,0.013616,0.009176,0.011692,185,37.260000000000005
Nissan,Sentra SR,0.0139119999999999,0.009472,0.011988,189,13.8
Nissan,Versa,0.010952,0.008732,0.009916,158,13.431999999999999
Nissan,Versa,0.0127279999999999,0.009916,0.011396,181,13.616
Porsche,718 Boxster,0.01628,0.0128759999999999,0.0147999999999999,233,7.728
Porsche,718 Boxster,0.0173159999999999,0.013172,0.0155399999999999,245,10.645714285714288
Porsche,718 Boxster T,0.016576,0.0128759999999999,0.0149479999999999,236,13.248000000000001
Porsche,718 Boxster T,0.0173159999999999,0.013172,0.0155399999999999,245,11.592
Porsche,718 Boxster S,0.018056,0.013616,0.016132,255,13.8
Porsche,718 Boxster S,0.0185,0.014208,0.016576,263,11.224
Porsche,718 Boxster GTS 4.0,0.018204,0.014504,0.016428,260,13.616
Porsche,718 Boxster GTS 4.0,0.02072,0.0147999999999999,0.018056,284,13.616
Porsche,718 Cayman,0.01628,0.0128759999999999,0.0147999999999999,233,15.41
Porsche,718 Cayman,0.0173159999999999,0.013172,0.0155399999999999,245,12.328
Porsche,718 Cayman T,0.016576,0.0128759999999999,0.0149479999999999,236,9.936
Porsche,718 Cayman T,0.0173159999999999,0.013172,0.0155399999999999,245,13.616
Porsche,718 Cayman S,0.018056,0.013616,0.016132,255,13.616
Porsche,718 Cayman S,0.0185,0.014208,0.016576,263,18.4
Porsche,718 Cayman GT4,0.01924,0.014652,0.017168,271,10.856
Porsche,718 Cayman GT4,0.02072,0.0149479999999999,0.018056,286,8.28
Porsche,718 Cayman GTS 4.0,0.018204,0.014504,0.016428,260,13.616
Porsche,718 Cayman GTS 4.0,0.02072,0.0147999999999999,0.018056,284,13.616
Porsche,718 Spyder,0.01924,0.014652,0.017168,271,9.936
Porsche,718 Spyder,0.02072,0.0149479999999999,0.018056,286,13.616
Porsche,911 Carrera,0.019388,0.014504,0.017168,275,13.616
Porsche,911 Carrera Cabriolet,0.019388,0.014504,0.017168,275,13.616
Porsche,911 Carrera 4,0.019388,0.014504,0.017168,275,13.984
Porsche,911 Carrera 4 Cabriolet,0.019388,0.0143559999999999,0.017168,275,16.376
Porsche,911 Carrera S,0.019092,0.0150959999999999,0.0173159999999999,274,7.728
Porsche,911 Carrera S,0.018944,0.0139119999999999,0.016724,264,10.856
Porsche,911 Carrera S Cabriolet,0.019092,0.0150959999999999,0.0173159999999999,273,14.904000000000002
Porsche,911 Carrera S Cabriolet,0.020424,0.0139119999999999,0.017464,275,11.96
Porsche,911 Carrera 4S,0.01924,0.0150959999999999,0.017464,275,16.928
Porsche,911 Carrera 4S,0.020424,0.013764,0.017464,275,15.64
Porsche,911 Carrera 4S Cabriolet,0.018944,0.0150959999999999,0.0173159999999999,273,13.984
Porsche,911 Carrera 4S Cabriolet,0.020424,0.014504,0.0177599999999999,281,14.72
Porsche,911 Carrera GTS,0.020424,0.0149479999999999,0.017908,289,15.272
Porsche,911 Carrera GTS,0.01998,0.014504,0.017612,276,17.664
Porsche,911 Carrera GTS Cabriolet,0.020424,0.0150959999999999,0.018056,289,12.144000000000002
Porsche,911 Carrera GTS Cabriolet,0.020424,0.014208,0.017612,278,11.96
Porsche,911 Carrera 4 GTS,0.020424,0.0149479999999999,0.017908,288,15.64
Porsche,911 Carrera 4 GTS,0.020424,0.0150959999999999,0.018056,289,13.616
Porsche,911 Carrera 4 GTS Cabriolet,0.0202759999999999,0.015836,0.018204,288,14.536000000000001
Porsche,911 Carrera 4 GTS Cabriolet,0.0217559999999999,0.0150959999999999,0.018796,296,12.88
Porsche,911 GT3,0.023088,0.018796,0.021164,334,13.984
Porsche,911 GT3,0.02516,0.019388,0.022496,355,8.096
Porsche,911 GT3 Touring,0.023236,0.018796,0.021312,335,16.1
Porsche,911 GT3 Touring,0.0250119999999999,0.019388,0.022496,354,13.8
Porsche,911 Targa 4,0.019388,0.014504,0.017168,275,8.648
Porsche,911 Targa 4S,0.019388,0.0150959999999999,0.017464,274,12.696000000000002
