Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Honda,2012.0,Accord,Sedan,USED,Automatic,2.4,Front,Unleaded,8.7,123000.0,VIC,4,Sedan,4,5,11999.0
Toyota,2013.0,Yaris,Hatchback,USED,Manual,1.3,Front,Unleaded,5.7,101193.0,QLD,4,Hatchback,5,5,12982.0
Subaru,2015.0,Impreza,Sedan,USED,Automatic,2.0,AWD,Unleaded,6.8,61395.0,QLD,4,Sedan,4,5,23990.0
Mitsubishi,2016.0,Lancer,Sedan,USED,Automatic,2.0,Front,Unleaded,7.4,76433.0,QLD,4,Sedan,4,5,20999.0
MG,2021.0,ZST,SUV,USED,Automatic,1.3,Front,Unleaded,7.3,8939.0,QLD,3,SUV,5,5,27990.0
Toyota,2019.0,Corolla,Sedan,USED,Automatic,1.8,Front,Unleaded,6.6,161064.0,QLD,4,Sedan,4,5,18745.0
Ssangyong,2023.0,Musso,Bay City HSV & Suzuki,NEW,Automatic,2.2,4WD,Diesel,8.6,22.0,VIC,4,Ute / Tray,4,5,46685.0
Mitsubishi,2009.0,Triton,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.9,253115.0,QLD,4,Ute / Tray,4,5,18995.0
Mitsubishi,2022.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,8.6,13732.0,QLD,4,Ute / Tray,4,5,52990.0
Peugeot,2008.0,308,Hatchback,USED,Automatic,1.6,Front,Premium,7.3,180950.0,QLD,4,Hatchback,5,5,9990.0
Isuzu,2021.0,MU-X,SUV,USED,Automatic,3.0,Front,Diesel,8.0,47687.0,VIC,4,SUV,4,7,44990.0
Holden,2013.0,Captiva,SUV,USED,Manual,2.4,Front,Unleaded,8.8,96983.0,QLD,4,SUV,4,5,12990.0
Mazda,2012.0,BT-50,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.2,276562.0,QLD,5,Ute / Tray,4,5,21995.0
Nissan,2018.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,36602.0,VIC,4,SUV,4,5,29201.0
Mazda,2023.0,CX-9,Mount Gravatt Mazda New,NEW,Automatic,2.5,Front,Unleaded,8.4,25.0,QLD,4,SUV,4,7,58990.0
Nissan,2013.0,Altima,Sedan,USED,Automatic,3.5,Front,Unleaded,9.3,171533.0,QLD,6,Sedan,4,5,12999.0
Mazda,2020.0,CX-5,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,28997.0,QLD,4,SUV,4,5,34989.0
Hyundai,2016.0,Tucson,SUV,USED,Automatic,2.0,AWD,Diesel,6.8,91756.0,VIC,4,SUV,4,5,28450.0
GWM,2023.0,Ute,NEW In stock,NEW,Automatic,2.0,Other,Diesel,7.4,20.0,QLD,4,Ute / Tray,4,5,52990.0
Mazda,2022.0,CX-5,SUV,USED,Automatic,2.5,AWD,Unleaded,7.5,1847.0,VIC,4,SUV,4,5,46990.0
Toyota,2010.0,Camry,Sedan,USED,Automatic,2.4,Front,Unleaded,8.8,205199.0,VIC,4,Sedan,4,5,10990.0
Kia,2020.0,Cerato,Sedan,USED,Automatic,1.6,Front,Unleaded,6.8,22758.0,QLD,4,Sedan,4,5,31990.0
Holden,2017.0,Trax,SUV,USED,Automatic,1.4,Front,Unleaded,6.7,110922.0,VIC,4,SUV,4,5,17730.0
Hyundai,2014.0,Elantra,Sedan,USED,Automatic,1.8,Front,Unleaded,7.1,95598.0,QLD,4,Sedan,4,5,16995.0
Renault,2022.0,Captur,Frankston Renault and Isuzu,NEW,Automatic,1.3,Front,Premium,6.6,22.0,VIC,4,SUV,4,4,43340.0
Nissan,2006.0,Navara,Altous Motors,USED,Manual,2.0,Other,Diesel,7.4,218209.0,VIC,4,Ute / Tray,4,5,13955.0
Volkswagen,2008.0,Golf,Hatchback,USED,Automatic,2.0,Front,Premium,8.0,159960.0,QLD,4,Hatchback,5,5,13995.0
Suzuki,2009.0,Swift,Hatchback,USED,Manual,1.6,Front,Unleaded,7.5,211779.0,QLD,4,Hatchback,5,5,7299.0
Volkswagen,2014.0,Amarok,Coast 2 Coast Vehicles Pty Ltd,USED,Automatic,2.0,Other,Diesel,7.4,170668.0,QLD,4,Ute / Tray,4,5,26980.0
Kia,2020.0,Carnival,Wagon,USED,Automatic,3.3,Front,Unleaded,10.8,57995.0,VIC,6,Wagon,4,8,40880.0
Volkswagen,2016.0,Golf,Hatchback,USED,Automatic,1.4,Front,Premium,5.4,93403.0,QLD,4,Hatchback,5,5,18688.0
Kia,2010.0,Sorento,SUV,USED,Automatic,2.2,AWD,Diesel,7.4,232583.0,VIC,4,SUV,4,7,11999.0
Volkswagen,2007.0,EOS,Convertible,USED,Automatic,2.0,Front,Premium,8.2,141397.0,VIC,4,Convertible,2,4,9999.0
Jeep,2012.0,Grand,SUV,USED,Automatic,3.0,AWD,Diesel,8.3,244213.0,VIC,6,SUV,4,5,16999.0
Subaru,2006.0,Impreza,Sedan,USED,Manual,2.0,AWD,Unleaded,9.6,288000.0,QLD,4,Sedan,4,5,6500.0
GWM,2022.0,Haval,Hillcrest GWM HAVAL,NEW,Automatic,1.5,Front,Premium,8.1,28.0,QLD,4,SUV,4,5,28490.0
Mazda,2018.0,BT-50,Fortis Motor Group,USED,Automatic,2.0,Rear,Diesel,7.4,124238.0,VIC,4,Ute / Tray,4,5,34990.0
Mercedes-Benz,2008.0,C200,Sedan,USED,Automatic,1.8,Rear,Premium,8.2,130930.0,QLD,4,Sedan,4,5,12999.0
Subaru,2021.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,7.4,24636.0,QLD,4,SUV,4,5,32992.0
Audi,2018.0,S3,Sedan,USED,Automatic,2.0,AWD,Premium,6.5,99349.0,VIC,4,Sedan,4,5,47990.0
Honda,2018.0,Civic,Sedan,USED,Automatic,1.8,Front,Unleaded,6.4,119026.0,VIC,4,Sedan,4,5,24990.0
Holden,2011.0,Commodore,Ute / Tray,USED,Manual,3.6,Rear,Unleaded,10.2,242542.0,QLD,6,Ute / Tray,2,2,18790.0
Lexus,2019.0,NX300,SUV,USED,Automatic,2.0,Front,Premium,7.7,26707.0,VIC,4,SUV,4,5,49990.0
MG,2022.0,ZST,Brighton MG,NEW,Automatic,1.5,Front,Unleaded,6.9,10.0,VIC,4,SUV,5,5,28690.0
Mitsubishi,2020.0,Outlander,SUV,USED,Automatic,2.4,AWD,Unleaded,7.2,71453.0,VIC,4,SUV,4,7,30990.0
Toyota,2007.0,Avensis,Wagon,USED,Automatic,2.4,Front,Unleaded,9.2,188419.0,QLD,4,Wagon,4,7,10985.0
Mazda,2022.0,CX-3,SUV,USED,Automatic,2.0,Front,Unleaded,6.3,11700.0,VIC,4,SUV,4,5,34987.0
Mazda,2015.0,3,Hatchback,USED,Automatic,2.0,Front,Unleaded,5.8,80000.0,VIC,4,Hatchback,5,5,16888.0
Hyundai,2011.0,Iload,Commercial,USED,Automatic,2.5,Rear,Diesel,9.6,97656.0,QLD,4,Commercial,4,6,25990.0
Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.2,274676.0,QLD,5,Ute / Tray,4,5,29995.0
Audi,2014.0,SQ5,SUV,USED,Automatic,3.0,AWD,Diesel,6.8,82548.0,VIC,6,SUV,5,5,43999.0
Toyota,2018.0,RAV4,SUV,USED,Automatic,2.5,AWD,Unleaded,8.5,59267.0,QLD,4,SUV,4,5,36985.0
Hyundai,2016.0,Veloster,Mornington Hyundai & MG Used Cars,USED,Manual,2.0,Front,Unleaded,7.4,100760.0,VIC,4,Hatchback,4,5,20800.0
Mazda,2023.0,CX-5,Mount Gravatt Mazda New,NEW,Automatic,2.5,AWD,Unleaded,7.5,25.0,QLD,4,SUV,4,5,47898.0
Toyota,2020.0,Corolla,Hatchback,USED,Automatic,2.0,Front,Unleaded,6.0,67192.0,QLD,4,Hatchback,5,5,27895.0
Hyundai,2014.0,Imax,Wagon,USED,Automatic,2.4,Rear,Premium,10.6,269559.0,VIC,4,Wagon,4,8,15999.0
Honda,2021.0,CR-V,SUV,USED,Automatic,1.5,Front,Unleaded,7.0,18685.0,VIC,4,SUV,4,5,39990.0
Hyundai,2016.0,Santa,SUV,USED,Automatic,2.2,AWD,Diesel,7.8,61760.0,QLD,4,SUV,4,7,32850.0
Mini,2014.0,Countryman,SUV,USED,Manual,1.6,Front,Premium,6.6,101233.0,VIC,4,SUV,4,4,19980.0
Nissan,2013.0,Dualis,SUV,USED,Automatic,2.0,Front,Unleaded,8.2,203547.0,QLD,4,SUV,4,5,12990.0
Lexus,2016.0,ES300H,Sedan,USED,Automatic,2.5,Front,Hybrid,5.5,64410.0,VIC,4,Sedan,4,5,49990.0
Suzuki,2017.0,Baleno,Hatchback,USED,Automatic,1.0,Front,Unleaded,5.2,128000.0,QLD,3,Hatchback,4,5,14999.0
Volkswagen,2019.0,Multivan,Wagon,USED,Automatic,2.0,Front,Diesel,7.7,49620.0,QLD,4,Wagon,4,7,67888.0
MG,2022.0,ZS,Browns Plains MG New,NEW,Automatic,1.5,Front,Unleaded,7.1,10.0,QLD,4,SUV,4,5,23690.0
Audi,2018.0,A1,Hatchback,USED,Automatic,1.0,Front,Premium,4.4,35741.0,QLD,3,Hatchback,5,5,24400.0
Hyundai,2020.0,Tucson,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,33539.0,VIC,4,SUV,4,5,37780.0
Mazda,2010.0,2,Hatchback,USED,Manual,1.5,Front,Unleaded,6.4,115432.0,VIC,4,Hatchback,5,5,8990.0
Toyota,2022.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Hybrid,4.0,340.0,VIC,4,Hatchback,5,5,52490.0
Holden,2010.0,Commodore,Ute / Tray,USED,Manual,3.6,Rear,Unleaded,10.2,201454.0,QLD,6,Ute / Tray,2,2,11999.0
Mazda,2009.0,6,Wagon,USED,Automatic,2.5,Front,Premium,8.9,153860.0,VIC,4,Wagon,4,5,14499.0
Renault,2013.0,Koleos,SUV,USED,Automatic,2.0,Front,Diesel,7.0,150332.0,VIC,4,SUV,4,5,12950.0
Mitsubishi,2009.0,Lancer,Sedan,USED,Automatic,2.0,Front,Unleaded,8.2,189065.0,VIC,4,Sedan,4,5,9876.0
Suzuki,2011.0,SX4,Hatchback,USED,Manual,2.0,Front,Unleaded,7.6,163000.0,QLD,4,Hatchback,5,5,9500.0
Mazda,2017.0,2,Hatchback,USED,Automatic,1.5,Front,Unleaded,4.9,75455.0,QLD,4,Hatchback,5,5,19588.0
MG,2021.0,MG3,Hatchback,USED,Automatic,1.5,Front,Premium,6.7,26196.0,QLD,4,Hatchback,5,5,16990.0
Mazda,2016.0,CX-9,SUV,USED,Automatic,2.5,Front,Unleaded,8.4,85000.0,QLD,4,SUV,4,7,34382.0
Great,2012.0,Wall,Ute / Tray,USED,Manual,2.0,4WD,Diesel,8.3,176285.0,QLD,4,Ute / Tray,4,5,8999.0
Hyundai,2022.0,Kona,SUV,USED,Automatic,2.0,Front,Premium,9.0,7573.0,VIC,4,SUV,4,5,53490.0
Renault,2020.0,Koleos,SUV,USED,Automatic,2.5,Front,Unleaded,8.1,55309.0,VIC,4,SUV,4,5,29990.0
Mazda,2017.0,3,Hatchback,USED,Automatic,2.0,Front,Unleaded,5.8,80611.0,QLD,4,Hatchback,5,5,22499.0
Mini,2011.0,Cooper,Hatchback,USED,Automatic,1.6,Front,Premium,6.7,175000.0,VIC,4,Hatchback,2,4,17450.0
Mazda,2015.0,CX-3,SUV,USED,Manual,2.0,Front,Unleaded,6.3,190685.0,QLD,4,SUV,4,5,17990.0
Isuzu,2017.0,D-MAX,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,7.7,71050.0,QLD,4,Ute / Tray,4,5,46990.0
Ford,2013.0,Fiesta,Hatchback,USED,Automatic,1.6,Front,Unleaded,6.1,237961.0,QLD,4,Hatchback,5,5,7490.0
MG,2021.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,35229.0,QLD,4,SUV,4,5,24990.0
Nissan,2018.0,X-Trail,SUV,USED,Automatic,2.5,Front,Unleaded,7.9,51451.0,QLD,4,SUV,4,5,28888.0
Volkswagen,2022.0,Crafter,Norris Motor Group Volkswagen,USED,Automatic,2.0,Front,Diesel,7.4,13493.0,QLD,4,Commercial,4,5,71888.0
Mazda,2014.0,BT-50,Ute / Tray,USED,Manual,2.2,Rear,Diesel,7.6,150495.0,QLD,4,Ute / Tray,2,3,19886.0
Mazda,2011.0,2,Hatchback,USED,Automatic,1.5,Front,Unleaded,6.8,116649.0,VIC,4,Hatchback,5,5,11990.0
Lexus,2018.0,RX350,SUV,USED,Automatic,3.5,AWD,Premium,9.6,61556.0,VIC,6,SUV,4,5,57990.0
Suzuki,2021.0,Swift,Hatchback,USED,Automatic,1.2,Front,Unleaded,4.8,52424.0,VIC,4,Hatchback,5,5,23800.0
Ford,2014.0,Ranger,Ute / Tray,USED,Manual,2.2,Rear,Diesel,7.6,161023.0,QLD,4,Ute / Tray,2,2,15990.0
Hyundai,2020.0,Kona,SUV,USED,Automatic,2.0,Front,Unleaded,7.2,61003.0,QLD,4,SUV,4,5,25990.0
Jaguar,2008.0,X,Sedan,USED,Automatic,2.1,Front,Premium,10.0,136664.0,QLD,6,Sedan,4,5,14990.0
Mazda,2023.0,CX-30,Mount Gravatt Mazda New,NEW,Automatic,2.0,Front,Hybrid,6.3,25.0,QLD,4,SUV,4,5,41888.0
Volkswagen,2016.0,Tiguan,SUV,USED,Automatic,1.4,Front,Premium,6.3,55256.0,VIC,4,SUV,4,5,29999.0
Hyundai,2007.0,Santa,SUV,USED,Automatic,2.2,4WD,Diesel,8.2,36223.0,QLD,4,SUV,4,5,15980.0
Toyota,2020.0,Corolla,Hatchback,USED,Automatic,2.0,Front,Unleaded,6.0,50455.0,VIC,4,Hatchback,5,5,29990.0
Honda,2007.0,Civic,Sedan,USED,Automatic,1.8,Front,Unleaded,7.2,161877.0,VIC,4,Sedan,4,5,8832.0
Ssangyong,2023.0,Musso,Brighton Ssangyong,NEW,Automatic,2.2,4WD,Diesel,9.0,10.0,VIC,4,Ute / Tray,4,5,44276.0
Isuzu,2017.0,D-MAX,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,7.7,239409.0,VIC,4,Ute / Tray,4,5,29990.0
Nissan,2015.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,69984.0,QLD,4,SUV,4,5,19990.0
Toyota,2017.0,Kluger,Wippells Autos,USED,Automatic,2.0,Other,Unleaded,7.4,73959.0,QLD,4,Wagon,4,5,39995.0
Hyundai,2022.0,Santa,Westpoint Autos Hyundai New Cars,DEMO,Automatic,2.2,AWD,Diesel,6.1,2039.0,QLD,4,SUV,4,7,64777.0
LDV,2020.0,T60,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,9.6,53546.0,VIC,4,Ute / Tray,4,5,36980.0
Toyota,2022.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Hybrid,4.2,12132.0,VIC,4,Hatchback,5,5,48990.0
Nissan,2010.0,Navara,Ute / Tray,USED,Manual,2.5,4WD,Diesel,9.2,261450.0,QLD,4,Ute / Tray,4,5,12800.0
Mercedes-Benz,2013.0,A250,Hatchback,USED,Automatic,2.0,Front,Premium,6.6,67434.0,QLD,4,Hatchback,5,5,23999.0
Audi,2020.0,Q3,SUV,USED,Automatic,2.0,AWD,Premium,8.3,25000.0,QLD,4,SUV,4,5,65990.0
Skoda,2020.0,Kodiaq,SUV,USED,Automatic,2.0,4WD,Premium,7.6,49562.0,VIC,4,SUV,4,7,53990.0
Ford,2019.0,Endura,SUV,USED,Automatic,2.0,AWD,Diesel,6.7,35917.0,QLD,4,SUV,4,5,36990.0
Mitsubishi,2022.0,Outlander,SUV,USED,Automatic,2.5,Front,Unleaded,7.5,20611.0,QLD,4,SUV,4,5,38502.0
Mercedes-Benz,2020.0,X250,Ute / Tray,USED,Automatic,2.3,4WD,Diesel,7.9,39919.0,QLD,4,Ute / Tray,4,5,49991.0
Nissan,2013.0,Pulsar,Sedan,USED,Automatic,1.8,Front,Unleaded,6.7,120809.0,VIC,4,Sedan,4,5,13990.0
BMW,2016.0,X1,Gas Sports Cars,USED,Automatic,2.0,Front,Diesel,7.4,87256.0,QLD,4,Wagon,4,5,34888.0
Mazda,2017.0,3,Hatchback,USED,Automatic,2.0,Front,Unleaded,5.8,66188.0,QLD,4,Hatchback,5,5,20690.0
Hyundai,2014.0,IX35,SUV,USED,Automatic,2.0,Front,Unleaded,8.4,98824.0,VIC,4,SUV,4,5,18990.0
Honda,2016.0,HR-V,SUV,USED,Automatic,1.8,Front,Unleaded,6.6,91022.0,QLD,4,SUV,4,5,20990.0
Volkswagen,2015.0,Transporter,Commercial,USED,Automatic,2.0,Front,Diesel,8.2,194392.0,QLD,4,Commercial,2,2,25999.0
Mazda,2014.0,6,Sedan,USED,Automatic,2.5,Front,Unleaded,6.6,125793.0,QLD,4,Sedan,4,5,17990.0
Subaru,2012.0,Impreza,Hatchback,USED,Automatic,2.0,AWD,Unleaded,6.8,88910.0,VIC,4,Hatchback,5,5,19470.0
Mazda,2017.0,CX-3,SUV,USED,Automatic,2.0,Front,Unleaded,6.1,85552.0,VIC,4,SUV,4,5,25970.0
Holden,2012.0,Colorado,Ute / Tray,USED,Automatic,2.8,Rear,Diesel,7.8,282153.0,VIC,4,Ute / Tray,4,5,16999.0
Mazda,2022.0,3,Sedan,USED,Automatic,2.0,Front,Unleaded,6.1,9120.0,VIC,4,Sedan,4,5,35990.0
Toyota,2019.0,Yaris,Hatchback,USED,Automatic,1.3,Front,Unleaded,6.4,94115.0,VIC,4,Hatchback,5,5,20850.0
Mazda,2016.0,BT-50,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.2,118000.0,QLD,5,Ute / Tray,4,5,34990.0
Nissan,2020.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,27660.0,QLD,4,SUV,4,5,31995.0
Mitsubishi,2021.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,8.6,50804.0,QLD,4,Ute / Tray,4,4,59980.0
Nissan,2014.0,X-Trail,SUV,USED,Automatic,2.5,Front,Unleaded,7.9,111032.0,QLD,4,SUV,4,5,18290.0
Kia,2012.0,Sportage,SUV,USED,Automatic,2.0,AWD,Diesel,7.5,174018.0,QLD,4,SUV,4,5,14950.0
Toyota,2017.0,Hilux,Ute / Tray,USED,Manual,2.4,Rear,Diesel,7.7,164048.0,QLD,4,Ute / Tray,2,2,21990.0
Holden,2018.0,Colorado,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.7,97436.0,QLD,4,Ute / Tray,4,5,34992.0
Suzuki,2005.0,Swift,First Choice Motors,USED,Automatic,2.0,Front,Unleaded,7.4,170123.0,QLD,4,Hatchback,4,5,7750.0
Nissan,2009.0,Navara,Ute / Tray,USED,Automatic,2.5,4WD,Diesel,10.5,169115.0,VIC,4,Ute / Tray,4,5,17500.0
Land,2016.0,Rover,SUV,USED,Automatic,2.2,AWD,Diesel,6.0,94865.0,QLD,4,SUV,4,5,34926.0
Hyundai,2016.0,Accent,Hatchback,USED,Manual,1.4,Front,Unleaded,5.9,135990.0,QLD,4,Hatchback,5,5,14990.0
Kia,2021.0,Cerato,Sedan,USED,Automatic,2.0,Front,Unleaded,7.4,62655.0,QLD,4,Sedan,4,5,25925.0
Volkswagen,2018.0,Tiguan,SUV,USED,Automatic,2.0,AWD,Premium,8.3,56358.0,QLD,4,SUV,4,7,47995.0
Holden,2014.0,Barina,Hatchback,USED,Automatic,1.6,Front,Unleaded,6.6,119252.0,VIC,4,Hatchback,5,5,10999.0
Honda,2005.0,Accord,Sedan,USED,Automatic,2.4,Front,Premium,9.4,225321.0,QLD,4,Sedan,4,5,7500.0
Mercedes-Benz,2017.0,CLA250,Sedan,USED,Automatic,2.0,AWD,Premium,6.9,89831.0,VIC,4,Sedan,4,5,39990.0
Mercedes-Benz,2018.0,GLA250,SUV,USED,Automatic,2.0,AWD,Premium,7.0,28937.0,QLD,4,SUV,4,5,46800.0
Mercedes-Benz,2013.0,E250,Coupe,USED,Automatic,2.1,Rear,Diesel,4.7,101744.0,VIC,4,Coupe,2,4,27980.0
Kia,2019.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,118082.0,QLD,4,SUV,4,5,22490.0
GWM,2022.0,Haval,"Westpoint Haval, GWM, Mahindra, SsangYong",NEW,Automatic,1.5,Front,Premium,8.1,20.0,QLD,4,SUV,4,5,32990.0
Hyundai,2019.0,Tucson,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,33367.0,QLD,4,SUV,4,5,28490.0
Toyota,2019.0,RAV4,SUV,USED,Automatic,2.5,AWD,Unleaded,7.3,65253.0,VIC,4,SUV,5,5,49970.0
Nissan,2019.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,84741.0,QLD,4,SUV,4,5,22492.0
Toyota,2012.0,Yaris,Hatchback,USED,Automatic,1.5,Front,Unleaded,6.3,105267.0,VIC,4,Hatchback,5,5,14987.0
Nissan,2020.0,Juke,SUV,USED,Automatic,1.0,Front,Premium,5.8,13043.0,VIC,3,SUV,5,5,32990.0
Mitsubishi,2009.0,Lancer,Hatchback,USED,Manual,2.0,Front,Unleaded,7.9,224034.0,QLD,4,Hatchback,5,5,6990.0
Volkswagen,2021.0,Tiguan,SUV,USED,Automatic,2.0,AWD,Diesel,6.4,73458.0,QLD,4,SUV,4,7,47772.0
Mazda,2023.0,CX-30,Ipswich Mazda,DEMO,Automatic,2.0,Front,Hybrid,6.3,21.0,QLD,4,SUV,4,5,40990.0
Kia,2021.0,Stinger,Sedan,USED,Automatic,3.3,Rear,Unleaded,10.2,8094.0,VIC,6,Sedan,4,5,63340.0
GWM,2022.0,Haval,Hillcrest GWM HAVAL,NEW,Automatic,2.0,Front,Unleaded,7.5,28.0,QLD,4,SUV,4,5,40485.0
Holden,2017.0,Colorado,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,9.1,242056.0,VIC,4,Ute / Tray,4,5,25999.0
GWM,2023.0,Haval,Kedron Haval & Great Wall Online,NEW,Automatic,1.5,Front,Premium,8.1,12.0,QLD,4,SUV,4,5,28985.0
Suzuki,2022.0,Swift,Westpoint Autos Nissan & Suzuki New Cars,NEW,Automatic,1.2,Front,Unleaded,4.8,20.0,QLD,4,Hatchback,5,5,26988.0
Ford,2014.0,Focus,M1 Used Cars,USED,Automatic,2.0,Front,Unleaded,7.4,167698.0,QLD,4,Hatchback,4,5,10990.0
Nissan,2014.0,Pulsar,Hatchback,USED,Automatic,1.8,Front,Unleaded,6.7,131737.0,VIC,4,Hatchback,5,5,13499.0
Hyundai,2019.0,Santa,SUV,USED,Automatic,2.2,AWD,Diesel,7.5,58392.0,VIC,4,SUV,4,7,49990.0
Subaru,2018.0,Outback,SUV,USED,Automatic,2.5,AWD,Unleaded,7.3,130413.0,QLD,4,SUV,4,5,23990.0
Nissan,2017.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,124625.0,QLD,4,SUV,4,5,24990.0
BMW,2014.0,X5,SUV,USED,Automatic,3.0,AWD,Diesel,6.2,127307.0,VIC,6,SUV,4,5,38750.0
Volkswagen,2013.0,Golf,Convertible,USED,Manual,1.4,Front,Premium,6.6,13777.0,VIC,4,Convertible,2,4,23999.0
Nissan,2022.0,Navara,"Brighton Renault, Suzuki & Nissan New",NEW,Automatic,2.3,4WD,Diesel,7.9,15.0,VIC,4,Ute / Tray,4,5,65800.0
Isuzu,2020.0,MU-X,SUV,USED,Automatic,3.0,4WD,Diesel,7.9,23503.0,QLD,4,SUV,4,7,51900.0
Hyundai,2018.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,66726.0,QLD,4,Hatchback,4,5,21690.0
Mitsubishi,2018.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.6,16888.0,VIC,4,SUV,4,5,29990.0
Land,2017.0,Rover,SUV,USED,Automatic,2.0,AWD,Diesel,5.1,64355.0,QLD,4,SUV,5,5,55990.0
BMW,2016.0,220I,Coupe,USED,Automatic,2.0,Rear,Premium,6.0,131173.0,QLD,4,Coupe,2,4,23866.0
MG,2021.0,ZST,SUV,USED,Automatic,1.3,Front,Unleaded,7.3,23102.0,QLD,3,SUV,5,5,26990.0
MG,2021.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,25642.0,QLD,4,SUV,4,5,23880.0
Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,2.0,4WD,Diesel,7.4,67665.0,VIC,4,Ute / Tray,4,5,54990.0
Toyota,2014.0,Hilux,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,9.3,228000.0,VIC,4,Ute / Tray,4,5,32999.0
Kia,2014.0,Cerato,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,134154.0,VIC,4,Hatchback,5,5,18990.0
Volkswagen,2019.0,Golf,Hatchback,USED,Automatic,2.0,AWD,Premium,8.0,42193.0,QLD,4,Hatchback,5,5,51190.0
Honda,2021.0,CR-V,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,13038.0,VIC,4,SUV,4,7,46888.0
Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,2.2,4WD,Diesel,8.0,69402.0,VIC,4,Ute / Tray,4,5,38950.0
Honda,2019.0,CR-V,SUV,USED,Automatic,1.5,AWD,Unleaded,7.4,44411.0,VIC,4,SUV,4,5,37983.0
Hyundai,2017.0,Tucson,Brisbane City Used Cars T/U: Toowong Automotive,USED,Automatic,2.0,Front,Unleaded,7.4,92113.0,QLD,4,Wagon,4,5,23380.0
Holden,2013.0,Cruze,Hatchback,USED,Manual,1.6,Front,Unleaded,7.4,136565.0,VIC,4,Hatchback,5,5,10990.0
Mazda,2022.0,CX-5,Redland Mazda New,DEMO,Automatic,2.5,AWD,Unleaded,7.5,2515.0,QLD,4,SUV,4,5,44990.0
Suzuki,2018.0,Swift,Hatchback,USED,Automatic,1.2,Front,Unleaded,4.8,62948.0,VIC,4,Hatchback,5,5,17980.0
Mitsubishi,2013.0,Mirage,Hatchback,USED,Automatic,1.2,Front,Unleaded,4.6,219845.0,QLD,3,Hatchback,5,5,7990.0
Mercedes-Benz,2017.0,C200,Wagon,USED,Automatic,2.0,Rear,Premium,6.6,35551.0,VIC,4,Wagon,4,5,39233.0
Suzuki,2022.0,Swift,Westpoint Autos Nissan & Suzuki New Cars,NEW,Automatic,1.2,Front,Unleaded,4.8,20.0,QLD,4,Hatchback,5,5,28680.0
Mitsubishi,2018.0,Outlander,SUV,USED,Manual,2.0,Front,Unleaded,7.0,97560.0,QLD,4,SUV,4,5,25990.0
Hyundai,2012.0,IX35,SUV,USED,Automatic,2.4,AWD,Unleaded,9.2,123441.0,QLD,4,SUV,4,5,15995.0
Toyota,2010.0,Kluger,SUV,USED,Automatic,3.5,Front,Unleaded,11.0,175121.0,QLD,6,SUV,4,7,17990.0
Mazda,2020.0,CX-8,SUV,USED,Automatic,2.2,AWD,Diesel,6.0,70270.0,VIC,4,SUV,4,7,50999.0
Holden,2008.0,Calais,Sedan,USED,Automatic,3.6,Rear,Unleaded,11.0,198011.0,VIC,6,Sedan,4,5,13999.0
Holden,2019.0,Trax,SUV,USED,Automatic,1.4,Front,Unleaded,6.7,78000.0,QLD,4,SUV,4,5,15995.0
Toyota,2020.0,Camry,Sedan,USED,Automatic,2.5,Front,Hybrid,4.2,88056.0,QLD,4,Sedan,4,5,36895.0
Nissan,2010.0,Navara,Ute / Tray,USED,Manual,2.5,4WD,Diesel,9.2,138847.0,QLD,4,Ute / Tray,4,5,21990.0
